ID,alive,food0_AVE,food0_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,novelty_AVE,novelty_LIST,optimizeValue,repeated_AVE,repeated_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,total_AVE,total_LIST,update
335001,1,24.666667,"[27,19,28]",58.000000,"[60,55,59]",59.333333,"[56,68,54]",15981,4,4,0.800000,"[0,0,0,1,1,1,2,2,1,0,2,0,0,1,1]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",34.333333,"[35,33,35]",73.466667,82.666667,"[81,89,78]",73.466667,"[75.400000,74.000000,71.000000]",31.333333,"[29,35,30]",3349,117.333333,"[116,123,113]",3350
336001,1,23.000000,"[18,30,21]",56.333333,"[57,61,51]",62.000000,"[65,52,69]",9546,4,4,0.733333,"[2,0,0,1,1,1,1,1,0,0,1,2,0,1,0]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",29.666667,"[30,34,25]",74.000000,88.666667,"[93,79,94]",74.000000,"[71.600000,73.800000,76.600000]",31.666667,"[36,28,31]",3359,118.333333,"[122,113,120]",3360
337001,1,26.333333,"[30,23,26]",62.666667,"[62,61,65]",57.000000,"[51,63,57]",11342,4,4,0.866667,"[2,0,1,0,2,1,1,0,0,0,1,0,4,1,0]",0.800000,"[1,2,0,2,1,2,1,0,1,0,0,0,0,2,0]",33.666667,"[33,33,35]",81.866667,86.333333,"[80,92,87]",81.866667,"[72.400000,84.800000,88.400000]",27.000000,"[29,28,24]",3369,119.666667,"[113,124,122]",3370
338001,1,21.333333,"[21,19,24]",57.666667,"[55,54,64]",64.000000,"[68,68,56]",12312,5,5,1.000000,"[1,0,3,0,1,3,1,0,0,1,2,0,2,1,0]",0.600000,"[3,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.666667,"[34,35,32]",76.400000,87.333333,"[88,86,88]",76.400000,"[81.000000,70.200000,78.000000]",32.333333,"[30,37,30]",3379,121.666667,"[123,122,120]",3380
339001,1,26.666667,"[29,23,28]",64.666667,"[65,63,66]",53.666667,"[54,53,54]",12889,3,3,0.600000,"[1,0,1,0,1,1,1,0,0,0,1,0,2,1,0]",0.533333,"[1,1,0,1,1,1,1,0,1,0,0,0,0,1,0]",32.666667,"[32,34,32]",72.600000,85.333333,"[87,81,88]",72.600000,"[84.000000,62.800000,71.000000]",32.666667,"[25,38,35]",3389,118.333333,"[119,116,120]",3390
340001,1,4.333333,"[3,6,4]",50.666667,"[52,51,49]",72.000000,"[74,71,71]",10488,3,3,0.600000,"[0,0,1,1,1,1,1,0,0,1,0,0,2,1,0]",0.466667,"[0,1,0,1,1,1,1,0,0,0,0,1,0,1,0]",29.000000,"[29,28,30]",53.600000,94.000000,"[97,95,90]",53.600000,"[63.000000,46.400000,51.400000]",49.333333,"[45,54,49]",3399,122.666667,"[126,122,120]",3400
341001,1,19.666667,"[18,22,19]",55.333333,"[61,48,57]",69.666667,"[68,70,71]",10276,3,3,0.600000,"[2,0,0,0,1,1,1,1,0,0,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.000000,"[34,34,34]",80.666667,91.000000,"[95,84,94]",80.666667,"[82.800000,64.800000,94.400000]",31.666667,"[33,38,24]",3409,125.000000,"[129,118,128]",3410
342001,1,197.333333,"[195,198,199]",1.333333,"[4,0,0]",1.000000,"[1,1,1]",8925,5,5,1.066667,"[3,0,0,0,1,2,1,2,0,0,2,1,0,2,2]",0.800000,"[3,3,0,2,1,1,1,0,0,0,0,0,1,0,0]",2.000000,"[4,1,1]",1.866667,0.000000,"[0,0,0]",1.866667,"[3.600000,1.000000,1.000000]",0.333333,"[1,0,0]",3419,2.333333,"[5,1,1]",3420
343001,1,31.000000,"[28,30,35]",64.000000,"[65,60,67]",55.666667,"[58,60,49]",10716,3,3,0.533333,"[0,0,1,0,1,1,1,0,0,0,1,0,2,1,0]",0.533333,"[1,1,0,1,1,0,1,0,1,0,1,0,0,1,0]",35.000000,"[35,35,35]",74.866667,84.666667,"[88,85,81]",74.866667,"[79.600000,75.200000,69.800000]",32.000000,"[31,32,33]",3429,119.666667,"[123,120,116]",3430
344001,1,28.333333,"[27,28,30]",64.666667,"[57,65,72]",62.333333,"[69,65,53]",13437,6,6,1.266667,"[3,0,1,0,3,2,1,0,0,0,2,0,6,1,0]",1.133333,"[2,3,0,3,1,0,1,0,1,0,3,0,0,3,0]",33.666667,"[34,33,34]",75.666667,92.666667,"[92,96,90]",75.666667,"[74.200000,82.400000,70.400000]",36.666667,"[37,34,39]",3439,127.000000,"[126,130,125]",3440
345001,1,22.333333,"[18,21,28]",56.666667,"[49,63,58]",64.666667,"[77,58,59]",7840,4,4,0.733333,"[2,0,1,1,1,1,2,0,0,0,1,1,0,1,0]",0.600000,"[1,1,0,1,1,1,2,0,1,0,0,0,0,1,0]",34.333333,"[35,34,34]",81.200000,86.333333,"[90,87,82]",81.200000,"[91.000000,76.200000,76.400000]",28.666667,"[25,32,29]",3449,121.333333,"[126,121,117]",3450
346001,1,20.000000,"[23,15,22]",53.333333,"[51,54,55]",69.000000,"[66,74,67]",10012,3,3,0.600000,"[2,0,0,0,1,1,1,1,0,0,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[30,34,35]",77.066667,88.666667,"[87,93,86]",77.066667,"[73.600000,79.000000,78.600000]",32.333333,"[31,35,31]",3459,122.333333,"[117,128,122]",3460
347002,1,23.000000,"[19,19,31]",54.666667,"[56,52,56]",66.000000,"[70,71,57]",7114,3,3,0.600000,"[2,0,0,1,1,1,1,0,0,0,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",31.000000,"[32,29,32]",85.200000,89.000000,"[94,93,80]",85.200000,"[89.600000,86.600000,79.400000]",25.333333,"[26,26,24]",3469,120.666667,"[126,123,113]",3470
348001,1,19.333333,"[27,15,16]",55.000000,"[51,55,59]",69.666667,"[65,73,71]",10139,3,3,0.600000,"[1,0,1,0,1,1,1,0,0,1,1,0,1,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.666667,"[34,32,35]",84.533333,91.000000,"[82,95,96]",84.533333,"[81.000000,83.200000,89.400000]",28.666667,"[25,32,29]",3479,124.666667,"[116,128,130]",3480
349001,1,22.666667,"[17,31,20]",54.333333,"[47,59,57]",66.666667,"[78,53,69]",11039,4,4,0.733333,"[2,0,0,0,1,1,1,2,0,0,1,2,0,1,0]",0.600000,"[1,1,0,2,1,1,2,0,0,0,0,0,0,1,0]",30.666667,"[32,29,31]",73.866667,91.000000,"[93,84,96]",73.866667,"[83.000000,63.000000,75.600000]",33.666667,"[30,35,36]",3489,121.000000,"[125,112,126]",3490
350001,1,25.666667,"[29,26,22]",52.000000,"[50,51,55]",54.666667,"[53,55,56]",11072,3,3,0.600000,"[2,0,0,0,1,1,1,2,0,0,1,0,0,1,0]",0.466667,"[1,1,0,0,1,1,1,0,1,0,0,0,0,1,0]",30.666667,"[27,33,32]",33.866667,75.666667,"[76,73,78]",33.866667,"[30.200000,30.400000,41.000000]",52.000000,"[52,54,50]",3499,106.666667,"[103,106,111]",3500
351001,1,24.333333,"[20,27,26]",55.333333,"[59,60,47]",60.000000,"[62,58,60]",6344,5,5,0.933333,"[2,0,0,2,1,2,2,0,0,0,2,1,0,2,0]",0.666667,"[2,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",33.333333,"[34,34,32]",71.933333,82.000000,"[87,83,76]",71.933333,"[77.600000,74.600000,63.600000]",31.000000,"[31,31,31]",3509,115.333333,"[121,118,107]",3510
352001,1,24.333333,"[23,27,23]",58.000000,"[52,60,62]",62.666667,"[69,55,64]",6638,7,7,1.000000,"[0,2,0,2,1,2,1,2,1,1,0,2,0,1,0]",1.200000,"[2,2,2,2,1,2,3,0,2,0,0,0,0,2,0]",32.333333,"[33,30,34]",82.400000,88.333333,"[88,84,93]",82.400000,"[90.200000,70.200000,86.800000]",27.333333,"[22,32,28]",3519,120.666667,"[121,115,126]",3520
353001,1,21.000000,"[24,19,20]",58.333333,"[61,66,48]",63.666667,"[61,59,71]",10289,4,4,0.866667,"[4,0,0,0,2,1,1,1,0,0,1,2,0,1,0]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",33.333333,"[35,31,34]",75.333333,88.000000,"[86,93,85]",75.333333,"[80.000000,71.800000,74.200000]",33.333333,"[30,38,32]",3529,122.000000,"[122,125,119]",3530
354001,1,24.333333,"[29,23,21]",60.000000,"[62,61,57]",61.333333,"[59,61,64]",6194,3,3,0.600000,"[1,0,0,1,1,1,1,0,0,1,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.666667,"[28,35,35]",82.600000,88.000000,"[92,86,86]",82.600000,"[84.600000,81.400000,81.800000]",27.666667,"[26,29,28]",3539,121.333333,"[121,122,121]",3540
355001,1,26.333333,"[27,24,28]",63.000000,"[61,68,60]",56.333333,"[59,55,55]",6550,3,3,0.600000,"[1,0,0,1,1,1,1,0,0,1,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.333333,"[30,35,35]",78.266667,86.000000,"[90,88,80]",78.266667,"[78.000000,85.200000,71.600000]",29.333333,"[30,27,31]",3549,119.333333,"[120,123,115]",3550
356001,1,26.333333,"[28,26,25]",52.000000,"[51,57,48]",64.000000,"[64,60,68]",10260,4,4,0.866667,"[4,0,0,0,2,1,1,1,0,0,1,2,0,1,0]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",34.666667,"[35,35,34]",76.333333,80.666667,"[79,82,81]",76.333333,"[75.800000,76.400000,76.800000]",28.333333,"[28,29,28]",3559,116.000000,"[115,117,116]",3560
357001,1,21.666667,"[24,22,19]",61.000000,"[69,50,64]",61.666667,"[55,71,59]",7424,3,3,0.600000,"[1,0,0,1,1,1,1,0,0,1,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.666667,"[35,34,32]",79.266667,88.333333,"[88,87,90]",79.266667,"[84.800000,76.200000,76.800000]",31.000000,"[28,32,33]",3569,122.666667,"[124,121,123]",3570
358001,1,23.666667,"[24,20,27]",61.000000,"[48,75,60]",59.333333,"[71,54,53]",9942,4,4,0.866667,"[3,1,0,0,2,2,1,1,0,0,1,1,0,1,0]",0.733333,"[1,1,0,2,1,3,1,0,0,0,0,0,0,2,0]",33.333333,"[31,35,34]",82.533333,86.666667,"[88,94,78]",82.533333,"[79.800000,96.800000,71.000000]",27.000000,"[28,23,30]",3579,120.333333,"[119,129,113]",3580
359001,1,173.666667,"[187,167,167]",0.333333,"[0,1,0]",0.666667,"[1,0,1]",13106,3,3,0.666667,"[4,0,0,0,2,0,1,0,0,0,0,2,0,1,0]",0.666667,"[0,2,0,2,1,2,2,0,0,0,0,0,0,1,0]",0.000000,"[0,0,0]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",3589,1.000000,"[1,1,1]",3590
360001,1,22.333333,"[20,27,20]",58.000000,"[54,65,55]",62.333333,"[67,55,65]",6555,3,3,0.533333,"[1,0,0,1,1,1,1,0,0,0,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",31.333333,"[31,34,29]",75.066667,88.666667,"[90,86,90]",75.066667,"[73.400000,86.400000,65.400000]",32.333333,"[34,24,39]",3599,120.333333,"[121,120,120]",3600
361001,1,23.333333,"[27,23,20]",59.000000,"[66,59,52]",62.333333,"[57,61,69]",7459,3,3,0.466667,"[1,0,0,0,1,1,1,0,0,0,1,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[33,32,34]",77.466667,88.666667,"[91,87,88]",77.466667,"[86.600000,79.400000,66.400000]",31.333333,"[26,29,39]",3609,121.333333,"[123,120,121]",3610
362001,1,22.666667,"[23,28,17]",52.000000,"[45,66,45]",70.000000,"[73,54,83]",7266,4,4,0.733333,"[2,0,0,1,1,1,1,1,0,0,2,1,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.333333,"[32,33,35]",80.000000,88.333333,"[86,87,92]",80.000000,"[74.600000,75.200000,90.200000]",30.000000,"[31,32,27]",3619,122.000000,"[118,120,128]",3620
363001,1,23.000000,"[32,17,20]",51.666667,"[54,47,54]",68.666667,"[58,78,70]",10970,4,4,0.800000,"[2,0,0,1,1,1,1,1,1,0,1,0,0,1,2]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",32.333333,"[31,33,33]",79.266667,87.000000,"[80,91,90]",79.266667,"[84.000000,85.800000,68.000000]",29.333333,"[20,28,40]",3629,120.333333,"[112,125,124]",3630
364001,1,16.000000,"[13,17,18]",60.000000,"[60,63,57]",60.666667,"[64,57,61]",6579,4,4,0.533333,"[1,0,0,1,1,1,1,1,0,0,1,0,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.333333,"[33,35,32]",74.933333,86.666667,"[90,84,86]",74.933333,"[76.400000,75.200000,73.200000]",32.666667,"[34,32,32]",3639,120.666667,"[124,120,118]",3640
365001,1,23.333333,"[23,25,22]",60.000000,"[60,60,60]",60.333333,"[63,57,61]",6122,4,4,0.666667,"[1,0,0,1,1,1,1,1,0,0,2,1,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",31.333333,"[32,33,29]",81.600000,89.000000,"[92,83,92]",81.600000,"[81.000000,86.200000,77.600000]",27.666667,"[30,22,31]",3649,120.333333,"[123,117,121]",3650
366001,1,25.666667,"[24,25,28]",55.666667,"[53,61,53]",63.666667,"[68,59,64]",7278,3,3,0.466667,"[1,0,0,0,1,1,1,0,1,0,0,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[33,32,34]",76.866667,85.333333,"[87,87,82]",76.866667,"[83.200000,73.800000,73.600000]",30.333333,"[27,33,31]",3659,119.333333,"[121,120,117]",3660
367001,1,29.333333,"[25,28,35]",66.666667,"[63,65,72]",57.666667,"[65,60,48]",7630,3,3,0.466667,"[1,1,0,0,1,1,1,0,0,0,0,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.000000,"[34,34,34]",69.733333,90.000000,"[95,90,85]",69.733333,"[74.800000,63.400000,71.000000]",39.000000,"[38,44,35]",3669,124.333333,"[128,125,120]",3670
368001,1,25.333333,"[24,27,25]",61.333333,"[61,63,60]",59.666667,"[63,57,59]",7230,3,3,0.466667,"[1,0,0,0,1,1,1,0,1,0,0,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[35,35,33]",79.466667,86.000000,"[89,84,85]",79.466667,"[83.400000,78.000000,77.000000]",29.666667,"[29,30,30]",3679,121.000000,"[124,120,119]",3680
369001,1,23.333333,"[23,21,26]",61.333333,"[74,52,58]",61.666667,"[51,72,62]",9171,5,5,0.933333,"[2,0,0,0,2,1,1,0,2,1,1,3,0,1,0]",1.000000,"[1,3,0,3,1,3,1,0,0,0,0,0,0,3,0]",33.333333,"[32,33,35]",85.666667,89.333333,"[92,92,84]",85.666667,"[83.000000,91.800000,82.200000]",26.666667,"[30,23,27]",3689,123.000000,"[125,124,120]",3690
370001,1,22.000000,"[24,21,21]",53.333333,"[51,60,49]",66.666667,"[65,65,70]",7915,3,3,0.466667,"[1,0,0,0,1,1,1,0,1,0,0,1,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[34,35,34]",71.933333,85.333333,"[82,89,85]",71.933333,"[71.200000,80.200000,64.400000]",34.333333,"[32,32,39]",3699,120.000000,"[116,125,119]",3700
371001,1,25.666667,"[22,27,28]",59.000000,"[59,63,55]",61.000000,"[61,60,62]",7733,5,5,0.666667,"[0,0,0,0,1,2,2,2,0,0,0,0,0,3,0]",0.733333,"[1,1,0,1,3,1,3,0,0,0,0,0,0,1,0]",31.333333,"[30,35,29]",80.333333,89.333333,"[91,88,89]",80.333333,"[69.600000,90.800000,80.600000]",28.333333,"[36,23,26]",3709,120.000000,"[120,123,117]",3710
372001,1,24.333333,"[22,24,27]",57.666667,"[61,56,56]",63.666667,"[62,66,63]",7410,4,4,0.866667,"[2,1,0,0,2,1,1,0,2,1,0,1,0,1,1]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",32.000000,"[34,34,28]",86.333333,89.000000,"[88,88,91]",86.333333,"[82.400000,91.200000,85.400000]",25.000000,"[29,22,24]",3719,121.333333,"[123,122,119]",3720
373001,1,4.000000,"[8,2,2]",49.333333,"[49,50,49]",73.000000,"[68,78,73]",8120,3,3,0.600000,"[1,0,0,0,1,1,1,0,1,1,1,0,0,1,1]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",27.666667,"[28,29,26]",61.200000,94.666667,"[89,99,96]",61.200000,"[45.600000,72.000000,66.000000]",43.666667,"[51,40,40]",3729,122.333333,"[117,128,122]",3730
374001,1,22.333333,"[22,21,24]",63.000000,"[61,65,63]",61.666667,"[62,65,58]",8194,4,4,0.600000,"[0,0,0,0,1,2,2,1,0,1,0,0,0,2,0]",0.666667,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,1]",33.333333,"[33,33,34]",83.133333,91.333333,"[91,96,87]",83.133333,"[82.400000,92.200000,74.800000]",29.666667,"[29,27,33]",3739,124.666667,"[123,130,121]",3740
375001,1,17.333333,"[17,21,14]",50.666667,"[47,56,49]",45.000000,"[49,39,47]",6446,5,5,0.866667,"[1,1,0,1,1,1,3,0,0,2,0,0,0,3,0]",0.733333,"[1,2,0,1,2,1,3,0,0,0,0,0,0,1,0]",11.000000,"[12,12,9]",30.333333,83.666667,"[83,82,86]",30.333333,"[24.600000,37.600000,28.800000]",46.666667,"[51,41,48]",3749,95.666667,"[96,95,96]",3750
376001,1,20.000000,"[23,17,20]",61.000000,"[67,56,60]",62.666667,"[55,72,61]",7059,4,4,0.600000,"[0,1,0,0,1,2,1,1,0,2,0,0,0,1,0]",0.600000,"[1,1,0,1,1,2,2,0,0,0,0,0,0,1,0]",33.666667,"[33,35,33]",79.800000,89.666667,"[89,93,87]",79.800000,"[75.800000,77.600000,86.000000]",31.333333,"[33,36,25]",3759,123.666667,"[122,128,121]",3760
377001,1,24.666667,"[29,20,25]",59.000000,"[64,58,55]",59.666667,"[51,66,62]",9380,5,5,0.933333,"[0,0,0,0,1,3,2,1,0,1,2,0,0,2,2]",0.666667,"[2,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",31.333333,"[33,34,27]",76.666667,88.000000,"[83,91,90]",76.666667,"[73.000000,80.600000,76.400000]",30.000000,"[30,31,29]",3769,118.666667,"[115,124,117]",3770
378002,1,24.000000,"[17,20,35]",61.333333,"[60,58,66]",55.666667,"[61,63,43]",9232,3,3,0.533333,"[0,0,0,0,1,2,1,1,0,1,1,0,0,1,0]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",30.666667,"[27,34,31]",77.800000,86.666667,"[94,87,79]",77.800000,"[72.000000,84.600000,76.800000]",28.000000,"[35,26,23]",3779,117.000000,"[121,121,109]",3780
379001,1,22.666667,"[19,20,29]",58.666667,"[59,62,55]",62.000000,"[64,63,59]",6481,4,4,0.666667,"[2,1,0,0,1,1,2,0,0,0,0,1,0,2,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",33.666667,"[35,32,34]",81.000000,86.333333,"[87,92,80]",81.000000,"[76.800000,95.600000,70.600000]",28.333333,"[33,21,31]",3789,120.666667,"[123,125,114]",3790
380002,1,24.000000,"[22,21,29]",63.000000,"[62,62,65]",58.000000,"[59,64,51]",6219,4,4,0.800000,"[1,1,1,0,1,1,2,0,0,1,1,1,0,2,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",34.000000,"[35,35,32]",85.533333,86.333333,"[85,91,83]",85.533333,"[77.600000,96.600000,82.400000]",25.333333,"[31,21,24]",3799,121.000000,"[121,126,116]",3800
381001,1,25.000000,"[21,31,23]",55.000000,"[60,56,49]",62.666667,"[63,56,69]",6085,4,4,0.800000,"[1,1,1,0,1,1,2,0,1,1,1,1,0,1,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",34.000000,"[34,33,35]",82.200000,83.666667,"[89,78,84]",82.200000,"[90.800000,75.600000,80.200000]",25.333333,"[23,26,27]",3809,117.666667,"[123,112,118]",3810
382001,1,28.000000,"[32,27,25]",57.666667,"[64,48,61]",59.000000,"[51,66,60]",7771,4,4,0.800000,"[1,1,0,0,1,2,1,0,0,2,2,1,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[35,31,33]",74.666667,84.000000,"[80,84,88]",74.666667,"[77.200000,65.000000,81.800000]",30.000000,"[27,35,28]",3819,116.666667,"[115,114,121]",3820
383001,1,21.000000,"[15,25,23]",57.333333,"[53,62,57]",65.333333,"[72,58,66]",7433,4,4,0.800000,"[1,1,0,0,1,1,1,1,0,2,2,1,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",34.333333,"[35,35,33]",79.733333,87.666667,"[89,85,89]",79.733333,"[81.600000,78.000000,79.600000]",30.666667,"[31,30,31]",3829,122.666667,"[125,120,123]",3830
384001,1,19.000000,"[27,18,12]",59.333333,"[62,62,54]",65.000000,"[55,66,74]",7575,4,4,0.800000,"[1,1,0,0,1,1,1,1,0,2,2,1,0,1,0]",0.533333,"[2,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.666667,"[33,33,35]",82.333333,90.333333,"[84,94,93]",82.333333,"[66.600000,97.200000,83.200000]",30.000000,"[36,22,32]",3839,124.333333,"[117,128,128]",3840
385002,1,51.000000,"[50,52,51]",58.666667,"[58,63,55]",64.666667,"[67,59,68]",8347,5,5,1.000000,"[2,1,0,0,2,1,2,0,0,1,2,2,0,2,0]",0.933333,"[1,2,0,2,2,1,2,0,0,0,0,1,0,2,1]",20.000000,"[22,19,19]",41.666667,102.666667,"[103,102,103]",41.666667,"[48.000000,42.200000,34.800000]",58.333333,"[55,57,63]",3849,123.333333,"[125,122,123]",3850
386001,1,21.666667,"[22,26,17]",61.666667,"[51,71,63]",60.333333,"[70,47,64]",8387,4,4,0.600000,"[1,1,0,0,1,1,2,0,0,0,0,1,0,2,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",32.333333,"[32,33,32]",78.600000,89.000000,"[89,84,94]",78.600000,"[74.800000,78.800000,82.200000]",31.000000,"[33,28,32]",3859,122.000000,"[121,118,127]",3860
387003,1,26.333333,"[25,28,26]",61.666667,"[62,62,61]",55.666667,"[56,55,56]",8221,6,6,1.266667,"[3,1,0,0,3,2,1,0,1,1,2,3,0,2,0]",1.200000,"[1,3,0,3,2,3,2,1,0,0,0,0,0,3,0]",34.000000,"[35,35,32]",76.266667,83.000000,"[83,81,85]",76.266667,"[78.800000,75.000000,75.000000]",29.333333,"[28,30,30]",3869,117.333333,"[118,117,117]",3870
388001,1,0.333333,"[1,0,0]",1.666667,"[3,1,1]",10.333333,"[5,18,8]",7885,5,5,1.000000,"[0,0,0,0,1,3,1,2,0,3,2,0,0,2,1]",0.733333,"[3,0,0,1,1,1,1,0,1,0,0,1,0,1,1]",8.333333,"[7,12,6]",10.600000,3.333333,"[1,6,3]",10.600000,"[6.600000,17.600000,7.600000]",1.000000,"[1,1,1]",3879,12.000000,"[8,19,9]",3880
389001,1,28.333333,"[31,24,30]",62.000000,"[63,70,53]",63.666667,"[59,59,73]",6600,7,7,1.466667,"[4,1,0,0,3,2,2,0,0,3,2,2,1,2,0]",1.200000,"[2,3,0,3,2,3,2,0,0,0,0,0,0,3,0]",34.000000,"[35,32,35]",70.600000,91.333333,"[87,96,91]",70.600000,"[71.600000,60.400000,79.800000]",39.333333,"[36,49,33]",3889,125.666667,"[122,129,126]",3890
390001,1,22.666667,"[19,26,23]",56.333333,"[58,56,55]",67.333333,"[70,65,67]",7692,4,4,0.800000,"[1,1,1,1,1,1,2,0,1,1,1,0,0,1,0]",0.600000,"[1,1,0,1,2,1,2,0,0,0,0,0,0,1,0]",31.666667,"[31,30,34]",82.600000,91.333333,"[96,90,88]",82.600000,"[86.000000,77.600000,84.200000]",29.333333,"[30,31,27]",3899,123.666667,"[128,121,122]",3900
391001,1,8.666667,"[0,26,0]",19.666667,"[0,59,0]",19.666667,"[0,59,0]",7956,4,4,0.933333,"[1,1,2,1,1,1,1,0,2,1,1,1,0,1,0]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",11.000000,"[0,33,0]",25.800000,28.000000,"[0,84,0]",25.800000,"[0.000000,77.400000,0.000000]",9.666667,"[0,29,0]",3909,39.333333,"[0,118,0]",3910
392001,1,21.000000,"[16,20,27]",56.666667,"[53,54,63]",67.666667,"[72,72,59]",7109,3,3,0.733333,"[1,1,1,1,1,1,1,0,1,0,1,0,0,1,1]",0.466667,"[1,1,0,1,1,1,1,0,0,0,0,0,0,1,0]",33.000000,"[31,33,35]",85.133333,91.666667,"[95,93,87]",85.133333,"[73.200000,88.200000,94.000000]",28.000000,"[37,27,20]",3919,124.333333,"[125,126,122]",3920
393001,1,28.000000,"[30,30,24]",61.333333,"[67,66,51]",54.333333,"[48,49,66]",7150,3,3,0.733333,"[0,0,1,1,1,1,1,0,1,1,2,0,0,1,1]",0.600000,"[1,1,0,1,1,1,1,1,0,0,0,1,0,1,0]",34.000000,"[35,34,33]",79.266667,82.000000,"[81,81,84]",79.266667,"[84.200000,78.600000,75.000000]",26.000000,"[22,26,30]",3929,115.666667,"[115,115,117]",3930
394001,1,30.000000,"[33,28,29]",64.333333,"[63,64,66]",60.666667,"[56,63,63]",11931,6,6,1.333333,"[4,0,0,0,4,1,1,4,0,0,0,4,1,1,0]",1.400000,"[1,1,0,4,1,3,1,0,0,2,1,0,0,4,3]",34.000000,"[35,32,35]",77.866667,90.333333,"[83,94,94]",77.866667,"[70.000000,79.400000,84.200000]",33.666667,"[35,34,32]",3939,125.000000,"[119,127,129]",3940
395001,1,26.666667,"[24,25,31]",59.000000,"[51,65,61]",60.666667,"[68,57,57]",7816,4,4,1.000000,"[2,2,1,1,2,1,1,0,2,0,1,0,0,1,1]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",33.333333,"[32,35,33]",81.866667,86.000000,"[87,87,84]",81.866667,"[84.000000,81.400000,80.200000]",27.000000,"[25,29,27]",3949,119.666667,"[119,122,118]",3950
396001,1,27.333333,"[21,29,32]",56.666667,"[55,60,55]",57.666667,"[66,54,53]",7415,4,4,0.933333,"[0,1,3,0,1,1,1,0,2,1,1,1,0,1,1]",0.733333,"[1,2,0,2,1,2,1,0,0,0,0,0,0,2,0]",33.000000,"[35,33,31]",74.200000,81.000000,"[87,80,76]",74.200000,"[84.600000,79.000000,59.000000]",28.666667,"[26,25,35]",3959,114.333333,"[121,114,108]",3960
