ID,alive,food0_AVE,food0_LIST,food1_AVE,food1_LIST,food2_AVE,food2_LIST,genomeLength,markovBrainDeterministicGates,markovBrainGates,markovBrain_nextNodesConnections_AVE,markovBrain_nextNodesConnections_LIST,markovBrain_nodesConnections_AVE,markovBrain_nodesConnections_LIST,novelty_AVE,novelty_LIST,optimizeValue,repeated_AVE,repeated_LIST,score_AVE,score_LIST,switches_AVE,switches_LIST,timeOfBirth,total_AVE,total_LIST,update
87001,1,30.333333,"[33,27,31]",70.000000,"[62,65,83]",56.333333,"[59,63,47]",9448,6,6,1.400000,"[3,0,3,0,3,1,2,0,2,1,1,0,2,3,0]",1.200000,"[2,0,0,1,2,2,3,0,1,2,2,1,0,1,1]",34.000000,"[34,34,34]",34.400000,91.333333,"[86,93,95]",34.400000,"[28.600000,32.800000,41.800000]",65.666667,"[66,68,63]",869,126.333333,"[121,128,130]",870
88001,1,26.000000,"[19,29,30]",69.333333,"[70,62,76]",58.666667,"[66,62,48]",11139,7,7,1.600000,"[4,0,4,0,5,2,2,0,2,1,1,0,1,2,0]",1.600000,"[3,0,0,2,2,2,3,0,1,4,4,0,0,1,2]",34.000000,"[32,35,35]",71.533333,94.000000,"[104,90,88]",71.533333,"[82.800000,69.400000,62.400000]",40.333333,"[38,39,44]",879,128.000000,"[136,124,124]",880
89001,1,13.333333,"[11,14,15]",58.000000,"[59,57,58]",65.000000,"[66,64,65]",10788,7,7,1.400000,"[5,1,1,0,5,1,1,0,2,1,0,0,1,3,0]",1.400000,"[2,0,0,3,1,3,3,0,1,3,3,0,0,1,1]",32.000000,"[34,30,32]",72.600000,91.000000,"[91,91,91]",72.600000,"[71.800000,65.000000,81.000000]",36.000000,"[38,40,30]",889,123.000000,"[125,121,123]",890
90001,1,27.666667,"[26,29,28]",67.666667,"[64,70,69]",59.666667,"[65,57,57]",10139,7,7,1.666667,"[2,1,3,0,3,1,2,0,2,3,0,0,2,6,0]",1.333333,"[1,0,0,1,3,2,4,0,1,2,2,0,0,2,2]",33.000000,"[33,31,35]",76.933333,94.333333,"[96,97,90]",76.933333,"[78.600000,83.600000,68.600000]",36.000000,"[36,31,41]",899,127.333333,"[129,127,126]",900
91001,1,30.666667,"[27,30,35]",62.333333,"[61,64,62]",68.666667,"[73,69,64]",10786,8,8,1.733333,"[2,0,5,0,6,3,2,0,2,2,0,0,0,4,0]",1.466667,"[3,0,0,2,2,3,3,0,1,1,2,0,0,1,4]",34.000000,"[35,33,34]",61.933333,96.666667,"[98,100,92]",61.933333,"[55.600000,67.200000,63.000000]",49.333333,"[56,47,45]",909,131.000000,"[134,133,126]",910
92001,1,24.000000,"[24,28,20]",55.333333,"[54,54,58]",63.666667,"[63,63,65]",9587,6,6,1.200000,"[2,0,3,1,4,3,1,0,1,1,0,0,0,2,0]",1.066667,"[3,0,0,2,1,2,1,0,0,1,2,0,0,1,3]",34.000000,"[35,34,33]",64.400000,84.666667,"[82,82,90]",64.400000,"[52.600000,70.800000,69.800000]",39.000000,"[46,33,38]",919,119.000000,"[117,117,123]",920
93001,1,28.333333,"[29,30,26]",57.666667,"[61,56,56]",66.333333,"[61,66,72]",11934,5,5,1.066667,"[1,0,3,0,4,2,1,0,2,1,0,0,0,2,0]",0.933333,"[2,0,0,1,1,1,2,0,1,0,1,0,0,2,3]",35.000000,"[35,35,35]",67.066667,88.333333,"[86,86,93]",67.066667,"[70.200000,67.400000,63.600000]",40.666667,"[37,39,46]",929,124.000000,"[122,122,128]",930
94001,1,15.666667,"[14,15,18]",50.333333,"[45,55,51]",74.000000,"[81,72,69]",14526,7,7,1.666667,"[2,0,3,2,3,1,3,0,1,4,0,0,1,5,0]",1.200000,"[2,0,0,1,3,1,5,0,1,1,1,0,0,1,2]",32.333333,"[34,31,32]",82.333333,91.666667,"[91,96,88]",82.333333,"[88.200000,78.000000,80.800000]",30.000000,"[27,35,28]",939,124.333333,"[126,127,120]",940
95001,1,29.333333,"[31,27,30]",64.666667,"[63,72,59]",59.333333,"[59,54,65]",12314,7,7,1.733333,"[1,1,3,1,2,1,4,1,0,5,1,0,2,4,0]",1.066667,"[2,0,0,1,2,2,3,1,0,2,1,1,0,0,1]",33.666667,"[34,35,32]",64.733333,90.333333,"[88,90,93]",64.733333,"[54.800000,70.000000,69.400000]",42.333333,"[48,40,39]",949,124.000000,"[122,126,124]",950
96001,1,16.333333,"[19,12,18]",53.333333,"[44,56,60]",62.333333,"[61,70,56]",13348,5,5,1.133333,"[2,0,1,2,3,1,1,0,1,2,0,0,1,3,0]",0.933333,"[2,1,0,1,1,1,3,0,0,1,1,0,0,1,2]",29.666667,"[24,33,32]",68.066667,85.333333,"[80,92,84]",68.066667,"[60.200000,81.200000,62.800000]",34.000000,"[32,32,38]",959,115.666667,"[105,126,116]",960
97001,1,17.000000,"[21,15,15]",60.666667,"[66,58,58]",63.666667,"[56,67,68]",14506,5,5,1.133333,"[1,1,2,0,3,1,2,0,1,2,0,0,1,3,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,1,0,0,1,1]",32.333333,"[32,33,32]",79.533333,92.333333,"[91,92,94]",79.533333,"[87.000000,73.200000,78.400000]",32.000000,"[25,37,34]",969,124.333333,"[122,125,126]",970
98001,1,14.666667,"[16,13,15]",56.000000,"[51,65,52]",69.000000,"[71,63,73]",12334,4,4,0.866667,"[1,0,1,1,2,1,1,1,1,1,0,0,1,2,0]",0.800000,"[2,0,0,1,1,1,2,0,1,1,1,0,0,1,1]",31.666667,"[31,32,32]",77.400000,92.666667,"[91,95,92]",77.400000,"[73.000000,80.400000,78.800000]",34.000000,"[35,34,33]",979,125.000000,"[122,128,125]",980
99001,1,20.000000,"[25,15,20]",55.333333,"[60,56,50]",67.666667,"[60,71,72]",11954,4,4,0.866667,"[1,0,2,1,3,1,1,0,1,1,0,0,0,2,0]",0.800000,"[2,0,0,1,1,1,2,0,1,1,1,0,0,1,1]",33.333333,"[34,34,32]",81.466667,89.666667,"[86,93,90]",81.466667,"[86.400000,79.400000,78.600000]",29.666667,"[24,34,31]",989,123.000000,"[120,127,122]",990
100001,1,17.333333,"[17,21,14]",58.333333,"[61,60,54]",62.666667,"[64,58,66]",13467,6,6,1.533333,"[2,0,4,1,6,1,1,0,2,2,0,0,1,3,0]",1.200000,"[2,0,0,2,2,2,3,0,1,2,2,0,0,1,1]",33.000000,"[33,32,34]",76.666667,88.000000,"[92,86,86]",76.666667,"[74.600000,80.200000,75.200000]",31.666667,"[36,27,32]",999,121.000000,"[125,118,120]",1000
101001,1,17.000000,"[20,19,12]",54.666667,"[59,52,53]",66.000000,"[59,66,73]",15939,5,5,1.133333,"[2,1,0,1,3,1,1,1,1,1,0,0,2,3,0]",1.066667,"[2,0,0,2,1,2,2,0,1,2,2,0,0,1,1]",33.000000,"[31,33,35]",77.266667,87.000000,"[86,84,91]",77.266667,"[76.000000,76.000000,79.800000]",31.000000,"[30,30,33]",1009,120.666667,"[118,118,126]",1010
102001,1,20.000000,"[23,20,17]",61.000000,"[57,63,63]",60.666667,"[58,60,64]",13328,6,6,1.533333,"[2,0,4,1,6,1,1,0,2,2,0,0,1,3,0]",1.200000,"[2,0,0,2,2,3,2,0,1,2,2,0,0,1,1]",33.666667,"[35,31,35]",78.266667,87.000000,"[79,91,91]",78.266667,"[66.000000,83.800000,85.000000]",31.000000,"[35,28,30]",1019,121.666667,"[115,123,127]",1020
103001,1,19.333333,"[18,22,18]",57.333333,"[63,55,54]",60.666667,"[60,61,61]",13549,8,8,2.000000,"[2,0,5,4,5,2,1,0,2,3,0,1,1,4,0]",1.400000,"[3,0,0,2,3,2,4,0,1,2,2,0,0,1,1]",30.333333,"[32,31,28]",71.333333,87.333333,"[91,85,86]",71.333333,"[75.400000,74.000000,64.600000]",33.333333,"[34,30,36]",1029,118.000000,"[123,116,115]",1030
104001,1,17.000000,"[21,12,18]",61.000000,"[57,61,65]",63.666667,"[59,71,61]",11504,6,6,1.400000,"[3,0,1,1,4,1,1,0,3,1,0,1,1,4,0]",1.333333,"[2,0,0,2,1,3,2,0,1,3,3,1,0,1,1]",33.333333,"[34,31,35]",82.666667,90.666667,"[81,100,91]",82.666667,"[74.000000,85.800000,88.200000]",30.000000,"[30,33,27]",1039,124.666667,"[116,132,126]",1040
105001,1,18.666667,"[19,19,18]",57.666667,"[66,55,52]",62.333333,"[57,61,69]",15091,5,5,1.266667,"[1,0,1,1,6,2,1,0,1,2,0,0,1,3,0]",0.933333,"[2,0,0,1,2,1,3,0,1,1,1,0,0,1,1]",32.333333,"[28,35,34]",73.800000,88.000000,"[96,81,87]",73.800000,"[72.600000,75.400000,73.400000]",33.000000,"[36,29,34]",1049,120.000000,"[123,116,121]",1050
106001,1,12.000000,"[15,11,10]",48.666667,"[50,46,50]",73.000000,"[70,69,80]",13033,6,6,1.533333,"[1,1,1,1,7,2,2,0,0,3,0,0,1,4,0]",1.066667,"[2,0,0,1,3,1,4,0,1,1,1,0,0,1,1]",32.333333,"[34,28,35]",72.666667,89.333333,"[86,87,95]",72.666667,"[64.000000,75.800000,78.200000]",35.000000,"[40,28,37]",1059,121.666667,"[120,115,130]",1060
107001,1,42.000000,"[42,46,38]",42.333333,"[44,40,43]",43.666667,"[45,39,47]",13471,7,7,1.800000,"[1,2,4,2,7,1,1,0,3,3,0,0,1,2,0]",1.533333,"[1,0,0,4,2,3,3,0,1,3,3,1,0,1,1]",34.000000,"[33,34,35]",43.533333,85.666667,"[80,87,90]",43.533333,"[49.800000,32.800000,48.000000]",30.333333,"[28,33,30]",1069,86.000000,"[89,79,90]",1070
108001,1,17.666667,"[19,19,15]",57.000000,"[49,59,63]",64.333333,"[70,60,63]",13126,5,5,1.266667,"[2,0,1,1,6,1,1,0,1,2,0,0,1,3,0]",0.866667,"[2,0,0,1,2,1,2,0,1,1,1,0,0,1,1]",33.333333,"[34,31,35]",73.266667,87.666667,"[86,87,90]",73.266667,"[70.000000,78.400000,71.400000]",34.333333,"[35,29,39]",1079,121.333333,"[119,119,126]",1080
109001,1,13.000000,"[15,14,10]",49.000000,"[46,51,50]",70.000000,"[64,71,75]",13062,5,5,1.200000,"[2,0,1,1,5,2,1,0,0,2,0,0,2,2,0]",0.933333,"[2,0,0,1,2,2,2,0,1,1,1,0,0,1,1]",29.333333,"[25,34,29]",71.866667,89.333333,"[85,87,96]",71.866667,"[58.200000,75.800000,81.600000]",33.666667,"[37,33,31]",1089,119.000000,"[110,122,125]",1090
110001,1,28.000000,"[21,34,29]",52.000000,"[49,57,50]",63.666667,"[72,52,67]",12157,4,4,1.000000,"[2,0,1,1,4,1,1,0,1,1,0,0,0,3,0]",0.800000,"[2,0,0,1,1,2,1,0,1,1,1,0,0,1,1]",33.000000,"[32,32,35]",63.400000,82.666667,"[89,78,81]",63.400000,"[65.000000,67.000000,58.200000]",37.333333,"[40,30,42]",1099,115.666667,"[121,109,117]",1100
111001,1,26.333333,"[27,28,24]",60.000000,"[55,67,58]",68.666667,"[74,63,69]",11861,5,5,1.133333,"[1,0,0,1,6,1,1,0,1,1,0,0,2,3,0]",0.866667,"[2,0,0,1,2,1,2,0,1,1,1,0,0,1,1]",34.000000,"[35,35,32]",77.800000,94.333333,"[94,94,95]",77.800000,"[81.400000,75.400000,76.600000]",36.333333,"[34,39,36]",1109,128.666667,"[129,130,127]",1110
112001,1,22.333333,"[20,19,28]",54.000000,"[55,57,50]",62.333333,"[66,64,57]",16443,6,6,1.533333,"[2,0,1,0,5,3,3,0,1,3,0,0,1,4,0]",1.200000,"[2,1,0,1,2,2,3,0,1,1,1,1,1,1,1]",32.000000,"[33,32,31]",69.666667,83.666667,"[88,88,75]",69.666667,"[66.400000,84.600000,58.000000]",33.333333,"[39,26,35]",1119,116.333333,"[121,121,107]",1120
113001,1,14.333333,"[15,18,10]",59.666667,"[57,67,55]",68.666667,"[67,63,76]",15622,5,5,1.266667,"[2,0,1,0,5,2,2,0,1,2,0,0,1,3,0]",1.066667,"[3,1,0,1,1,2,2,0,1,1,1,1,0,1,1]",32.333333,"[32,34,31]",89.133333,95.000000,"[91,95,99]",89.133333,"[76.400000,102.000000,89.000000]",28.000000,"[34,20,30]",1129,128.333333,"[124,130,131]",1130
114001,1,196.666667,"[197,198,195]",1.666667,"[2,1,2]",1.666667,"[1,1,3]",14401,7,7,1.800000,"[2,0,1,0,5,4,4,0,1,4,1,0,1,4,0]",1.333333,"[2,2,0,1,3,2,4,0,1,1,1,0,1,1,1]",2.333333,"[2,1,4]",1.466667,0.000000,"[0,0,0]",1.466667,"[0.200000,0.600000,3.600000]",1.333333,"[2,1,1]",1139,3.333333,"[3,2,5]",1140
115001,1,32.000000,"[35,34,27]",66.666667,"[73,57,70]",55.666667,"[47,62,58]",12429,4,4,1.066667,"[0,0,1,3,4,2,1,0,1,1,0,1,1,1,0]",0.666667,"[1,0,0,1,2,1,2,0,0,1,1,0,0,0,1]",34.000000,"[32,35,35]",73.333333,88.666667,"[88,84,94]",73.333333,"[73.800000,72.800000,73.400000]",35.000000,"[33,33,39]",1149,122.333333,"[120,119,128]",1150
116001,1,20.000000,"[19,22,19]",56.000000,"[51,61,56]",61.000000,"[64,56,63]",10665,6,6,1.466667,"[5,0,2,3,5,2,1,0,1,1,0,0,0,2,0]",1.200000,"[4,0,0,1,1,1,1,0,2,3,1,0,0,2,2]",30.333333,"[30,30,31]",68.933333,85.666667,"[84,86,87]",68.933333,"[71.600000,69.400000,65.800000]",34.333333,"[31,34,38]",1159,117.000000,"[115,117,119]",1160
117001,1,15.000000,"[16,13,16]",62.000000,"[60,64,62]",64.333333,"[66,61,66]",13578,6,6,1.333333,"[2,1,1,0,4,2,2,0,1,3,0,0,0,4,0]",1.066667,"[2,0,0,2,1,2,3,0,2,1,1,0,0,1,1]",34.666667,"[34,35,35]",81.066667,91.666667,"[92,90,93]",81.066667,"[82.600000,74.600000,86.000000]",32.333333,"[31,36,30]",1169,126.333333,"[126,125,128]",1170
118001,1,23.333333,"[24,24,22]",64.000000,"[55,60,77]",50.666667,"[54,54,44]",14654,7,7,1.800000,"[4,0,3,0,7,2,2,0,2,3,0,0,0,4,0]",1.333333,"[2,0,0,2,1,3,3,0,3,2,2,0,0,1,1]",32.000000,"[31,31,34]",70.333333,82.000000,"[77,82,87]",70.333333,"[65.600000,69.200000,76.200000]",31.666667,"[31,32,32]",1179,114.666667,"[109,114,121]",1180
119001,1,17.333333,"[17,18,17]",55.666667,"[59,60,48]",64.000000,"[63,61,68]",10261,5,5,1.266667,"[4,0,2,1,6,1,1,0,1,1,0,1,0,1,0]",1.066667,"[3,0,0,1,1,1,1,0,2,3,1,0,0,2,1]",31.333333,"[33,30,31]",78.600000,88.000000,"[89,91,84]",78.600000,"[85.600000,80.400000,69.800000]",29.333333,"[26,29,33]",1189,119.666667,"[122,121,116]",1190
120001,1,23.333333,"[22,24,24]",54.000000,"[55,57,50]",65.333333,"[67,62,67]",11543,5,5,1.266667,"[3,0,3,1,6,1,1,0,1,1,0,0,0,2,0]",1.066667,"[3,0,0,1,1,1,1,0,2,2,1,0,0,3,1]",33.000000,"[32,35,32]",74.066667,85.333333,"[89,83,84]",74.066667,"[67.400000,81.200000,73.600000]",32.333333,"[39,27,31]",1199,119.333333,"[122,119,117]",1200
121001,1,15.333333,"[14,16,16]",50.000000,"[44,56,50]",70.666667,"[77,68,67]",9857,4,4,1.000000,"[3,0,1,1,3,1,1,0,1,1,0,1,0,2,0]",0.800000,"[2,0,0,1,1,1,1,0,0,2,1,1,0,1,1]",31.666667,"[33,34,28]",72.600000,89.000000,"[88,89,90]",72.600000,"[73.400000,76.400000,68.000000]",34.333333,"[34,34,35]",1209,120.666667,"[121,124,117]",1210
122001,1,16.333333,"[17,16,16]",62.666667,"[63,58,67]",61.000000,"[63,63,57]",10783,5,5,1.266667,"[3,0,2,1,6,1,1,0,1,1,0,1,0,2,0]",1.066667,"[3,0,0,2,1,1,1,2,1,2,0,0,0,2,1]",32.333333,"[35,31,31]",85.866667,91.000000,"[91,90,92]",85.866667,"[88.200000,74.800000,94.600000]",27.000000,"[27,33,21]",1219,123.666667,"[126,121,124]",1220
123001,1,24.666667,"[25,22,27]",54.666667,"[53,65,46]",61.666667,"[62,57,66]",8779,4,4,1.000000,"[2,1,1,2,4,1,1,0,0,1,0,0,1,1,0]",0.800000,"[1,0,0,1,1,1,1,0,1,2,1,0,1,1,1]",31.333333,"[31,33,30]",65.933333,85.000000,"[83,90,82]",65.933333,"[73.000000,61.800000,63.000000]",36.000000,"[30,43,35]",1229,116.333333,"[115,122,112]",1230
124001,1,0.000000,"[0,0,0]",49.000000,"[54,43,50]",51.000000,"[46,57,50]",13113,3,3,0.733333,"[1,0,1,1,2,1,1,0,0,1,0,1,0,2,0]",0.533333,"[2,0,0,0,1,0,1,0,1,1,0,0,0,1,1]",3.000000,"[3,3,3]",32.800000,96.000000,"[96,96,96]",32.800000,"[23.000000,39.800000,35.600000]",48.000000,"[55,43,46]",1239,100.000000,"[100,100,100]",1240
125001,1,66.666667,"[53,78,69]",55.333333,"[46,64,56]",46.666667,"[58,38,44]",14189,4,4,0.866667,"[1,1,3,1,2,1,1,0,0,1,0,0,0,2,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",30.666667,"[34,28,30]",33.866667,71.000000,"[70,74,69]",33.866667,"[22.800000,48.800000,30.000000]",48.666667,"[58,38,50]",1249,102.000000,"[104,102,100]",1250
126001,1,0.333333,"[1,0,0]",1.000000,"[1,1,1]",10.000000,"[9,4,17]",15515,5,5,1.266667,"[2,0,2,2,2,1,2,1,0,2,0,1,0,3,1]",0.933333,"[2,0,0,1,2,1,2,0,1,2,0,0,1,1,1]",6.666667,"[7,3,10]",9.600000,4.000000,"[3,1,8]",9.600000,"[8.600000,3.600000,16.600000]",1.000000,"[1,1,1]",1259,11.000000,"[10,5,18]",1260
127001,1,86.333333,"[80,88,91]",53.000000,"[57,56,46]",57.666667,"[55,54,64]",13045,6,6,1.400000,"[4,0,2,1,3,2,2,0,1,1,0,2,0,3,0]",1.333333,"[3,2,0,2,2,2,2,0,1,2,0,0,1,1,2]",32.666667,"[33,32,33]",43.933333,77.000000,"[78,77,76]",43.933333,"[53.200000,45.600000,33.000000]",47.666667,"[42,46,55]",1269,110.666667,"[112,110,110]",1270
128001,1,34.000000,"[31,36,35]",55.666667,"[54,55,58]",61.000000,"[69,56,58]",13418,5,5,1.133333,"[2,0,1,1,3,1,3,1,1,1,0,1,0,2,0]",0.866667,"[2,0,0,1,1,1,2,0,1,2,0,0,1,1,1]",33.666667,"[34,32,35]",81.200000,82.333333,"[88,79,80]",81.200000,"[92.200000,67.600000,83.800000]",25.333333,"[22,31,23]",1279,116.666667,"[123,111,116]",1280
129001,1,16.666667,"[15,19,16]",61.000000,"[60,59,64]",64.333333,"[67,63,63]",12301,4,4,1.000000,"[2,0,1,1,2,1,1,0,1,1,1,2,0,2,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",33.666667,"[34,34,33]",55.800000,91.000000,"[92,88,93]",55.800000,"[47.200000,60.400000,59.800000]",49.666667,"[57,44,48]",1289,125.333333,"[127,122,127]",1290
130001,1,14.333333,"[15,17,11]",65.666667,"[63,67,67]",59.666667,"[61,54,64]",11301,5,5,1.266667,"[3,0,1,2,5,1,1,0,1,1,0,1,0,3,0]",1.066667,"[3,0,0,1,1,1,1,0,2,3,0,0,1,2,1]",32.000000,"[33,31,32]",79.600000,93.000000,"[91,90,98]",79.600000,"[79.200000,73.400000,86.200000]",32.666667,"[32,34,32]",1299,125.333333,"[124,121,131]",1300
131001,1,22.000000,"[20,27,19]",56.000000,"[60,53,55]",59.666667,"[58,57,64]",10934,5,5,1.266667,"[3,0,2,1,3,2,2,0,1,2,0,0,0,3,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,0,0,1,1,1]",33.333333,"[32,34,34]",78.800000,82.000000,"[86,75,85]",78.800000,"[85.800000,68.000000,82.600000]",26.333333,"[23,30,26]",1309,115.666667,"[118,110,119]",1310
132001,1,13.000000,"[16,13,10]",52.000000,"[51,51,54]",73.333333,"[73,74,73]",11575,4,4,1.000000,"[3,0,0,1,3,1,1,0,1,1,1,1,0,2,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",34.333333,"[34,35,34]",80.066667,90.666667,"[90,89,93]",80.066667,"[86.200000,76.000000,78.000000]",32.333333,"[27,35,35]",1319,125.333333,"[124,125,127]",1320
133001,1,13.333333,"[12,13,15]",50.333333,"[50,53,48]",67.000000,"[66,67,68]",13545,6,6,1.533333,"[5,0,1,2,6,1,1,0,2,1,0,1,0,3,0]",1.333333,"[3,2,0,2,1,2,1,0,0,4,0,0,2,2,1]",31.666667,"[32,31,32]",68.333333,85.666667,"[84,89,84]",68.333333,"[61.400000,73.800000,69.800000]",35.000000,"[39,33,33]",1329,117.333333,"[116,120,116]",1330
134001,1,15.333333,"[14,16,16]",60.333333,"[63,58,60]",65.333333,"[65,65,66]",12017,4,4,1.000000,"[3,0,1,1,3,1,1,0,1,1,0,1,0,2,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",34.333333,"[34,35,34]",59.400000,91.333333,"[94,88,92]",59.400000,"[60.800000,61.400000,56.000000]",47.333333,"[48,44,50]",1339,125.666667,"[128,123,126]",1340
135001,1,16.333333,"[20,12,17]",60.000000,"[56,56,68]",63.333333,"[61,74,55]",12110,5,5,1.266667,"[2,0,0,2,3,1,2,2,1,2,0,1,0,3,0]",0.933333,"[2,0,0,1,1,1,2,0,1,2,0,0,2,1,1]",33.000000,"[33,33,33]",80.400000,90.000000,"[83,97,90]",80.400000,"[75.000000,90.800000,75.400000]",30.666667,"[30,28,34]",1349,123.333333,"[117,130,123]",1350
136001,1,16.333333,"[17,17,15]",58.000000,"[60,63,51]",64.666667,"[63,62,69]",11193,5,5,1.266667,"[3,0,0,3,4,1,1,1,2,1,0,1,0,2,0]",1.066667,"[2,0,0,2,1,2,1,0,1,3,0,0,2,1,1]",33.000000,"[31,35,33]",80.200000,89.000000,"[91,90,86]",80.200000,"[74.000000,94.200000,72.400000]",30.333333,"[35,22,34]",1359,122.666667,"[123,125,120]",1360
137001,1,16.333333,"[14,17,18]",49.333333,"[54,50,44]",72.666667,"[72,70,76]",13467,6,6,1.533333,"[2,0,0,3,5,2,1,2,1,2,0,1,0,4,0]",1.133333,"[3,0,0,1,1,1,2,0,2,3,0,0,1,2,1]",33.333333,"[32,34,34]",84.200000,88.333333,"[94,86,85]",84.200000,"[86.800000,85.000000,80.800000]",27.000000,"[28,25,28]",1369,122.000000,"[126,120,120]",1370
138001,1,19.333333,"[22,20,16]",62.000000,"[66,55,65]",57.666667,"[51,62,60]",14590,6,6,1.466667,"[2,0,0,4,5,1,1,1,2,1,1,1,0,3,0]",1.333333,"[3,0,0,2,1,2,1,0,2,4,0,0,2,2,1]",33.000000,"[34,31,34]",77.666667,87.000000,"[84,86,91]",77.666667,"[79.200000,75.000000,78.800000]",30.000000,"[27,30,33]",1379,119.666667,"[117,117,125]",1380
139001,1,18.333333,"[15,19,21]",53.000000,"[52,44,63]",66.333333,"[71,70,58]",15401,5,5,1.266667,"[2,1,0,2,5,2,1,0,1,1,0,1,0,3,0]",1.066667,"[3,0,0,1,1,1,1,0,2,3,0,0,1,2,1]",33.000000,"[33,32,34]",76.866667,86.000000,"[90,82,86]",76.866667,"[85.200000,73.400000,72.000000]",30.333333,"[27,29,35]",1389,119.333333,"[123,114,121]",1390
140001,1,17.333333,"[13,17,22]",49.000000,"[53,44,50]",67.666667,"[67,72,64]",16076,4,4,0.933333,"[2,1,0,1,3,2,1,0,0,1,0,1,0,2,0]",0.800000,"[1,0,0,1,1,1,1,1,1,2,0,0,1,1,1]",32.666667,"[32,33,33]",69.066667,83.666667,"[88,83,80]",69.066667,"[72.400000,68.400000,66.400000]",34.000000,"[34,34,34]",1399,116.666667,"[120,116,114]",1400
141001,1,17.000000,"[19,18,14]",47.000000,"[47,42,52]",65.333333,"[63,70,63]",15216,4,4,1.000000,"[2,0,1,1,3,3,1,0,0,1,0,1,0,2,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",29.000000,"[28,30,29]",66.600000,83.000000,"[82,81,86]",66.600000,"[68.000000,70.000000,61.800000]",32.666667,"[30,30,38]",1409,112.333333,"[110,112,115]",1410
142001,1,17.333333,"[19,14,19]",65.333333,"[61,66,69]",59.333333,"[63,61,54]",10860,5,5,1.333333,"[3,0,0,1,4,1,2,0,1,3,0,0,0,5,0]",0.933333,"[2,0,0,1,2,1,2,0,1,2,1,0,0,1,1]",32.666667,"[32,34,32]",79.400000,91.000000,"[91,92,90]",79.400000,"[82.000000,78.000000,78.200000]",32.333333,"[30,35,32]",1419,124.666667,"[124,127,123]",1420
143001,1,19.000000,"[22,19,16]",59.333333,"[65,66,47]",62.000000,"[56,57,73]",10845,5,5,1.333333,"[3,1,0,1,5,1,1,0,1,1,0,3,1,2,0]",1.066667,"[2,3,0,1,1,1,1,0,2,2,1,0,0,1,1]",34.333333,"[34,35,34]",79.800000,86.333333,"[86,87,86]",79.800000,"[79.000000,82.400000,78.000000]",29.666667,"[30,29,30]",1429,121.333333,"[121,123,120]",1430
144001,1,22.000000,"[24,23,19]",59.666667,"[55,57,67]",58.666667,"[65,56,55]",11650,4,4,1.066667,"[3,0,1,1,3,1,1,0,1,1,0,1,0,3,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",33.666667,"[35,32,34]",69.800000,85.000000,"[86,81,88]",69.800000,"[73.800000,62.600000,73.000000]",34.666667,"[33,36,35]",1439,118.333333,"[120,113,122]",1440
145001,1,195.666667,"[197,195,195]",2.000000,"[2,2,2]",2.333333,"[1,3,3]",11021,4,4,1.066667,"[3,0,1,2,3,1,1,0,1,0,0,1,0,3,0]",0.800000,"[2,0,0,1,1,1,1,0,1,2,0,0,1,1,1]",3.666667,"[3,4,4]",1.533333,0.000000,"[0,0,0]",1.533333,"[1.600000,0.800000,2.200000]",2.000000,"[1,3,2]",1449,4.333333,"[3,5,5]",1450
146001,1,199.000000,"[199,199,199]",0.666667,"[1,1,0]",0.333333,"[0,0,1]",9597,4,4,1.000000,"[2,0,0,0,4,0,2,0,1,1,0,0,0,5,0]",0.800000,"[1,0,0,1,2,1,2,0,1,2,1,0,0,1,0]",0.000000,"[0,0,0]",1.000000,0.000000,"[0,0,0]",1.000000,"[1.000000,1.000000,1.000000]",0.000000,"[0,0,0]",1459,1.000000,"[1,1,1]",1460
147002,1,11.333333,"[12,10,12]",49.666667,"[51,49,49]",70.333333,"[69,73,69]",14051,5,5,1.066667,"[4,1,0,1,3,2,1,0,0,1,0,1,0,2,0]",0.866667,"[1,1,0,1,1,1,1,1,1,3,0,0,0,1,1]",31.000000,"[32,29,32]",65.866667,88.666667,"[88,92,86]",65.866667,"[58.400000,74.400000,64.800000]",38.666667,"[44,34,38]",1469,120.000000,"[120,122,118]",1470
148001,1,19.333333,"[11,25,22]",50.666667,"[53,53,46]",63.333333,"[65,61,64]",9982,4,4,1.066667,"[3,0,0,1,4,1,1,0,1,2,0,0,0,3,0]",0.733333,"[2,0,0,1,1,1,1,0,1,2,1,0,0,1,0]",31.000000,"[30,34,29]",71.533333,82.000000,"[87,79,80]",71.533333,"[69.000000,83.200000,62.400000]",30.333333,"[35,22,34]",1479,114.000000,"[118,114,110]",1480
