food0_AVE,food1_AVE,food2_AVE,genomeLength_AVE,markovBrainDeterministicGates_AVE,markovBrainGates_AVE,markovBrainGates_VAR,novelty_AVE,optimizeValue_AVE,repeated_AVE,score_AVE,switches_AVE,total_AVE,update
42.106667,53.273333,57.233333,8548.520000,4.750000,4.750000,2.492424,29.760000,67.587333,80.363333,67.587333,30.656667,110.506667,3940
28.990000,48.996667,52.923333,7258.300000,4.130000,4.130000,0.619293,27.880000,65.660000,74.466667,65.660000,25.900000,101.920000,3950
35.206667,49.063333,54.136667,7337.390000,3.880000,3.880000,0.914747,28.246667,65.437333,74.983333,65.437333,26.973333,103.200000,3960
26.123333,48.413333,52.616667,7275.310000,4.310000,4.310000,1.953434,28.006667,65.353333,74.640000,65.353333,25.483333,101.030000,3970
33.080000,50.776667,55.746667,8207.420000,3.980000,3.980000,1.534949,28.970000,68.779333,77.380000,68.779333,26.960000,106.523333,3980
38.496667,49.833333,55.136667,9198.410000,4.750000,4.750000,1.825758,29.043333,68.607333,77.016667,68.607333,25.973333,104.970000,3990
36.403333,47.706667,51.626667,9165.210000,4.340000,4.340000,1.883232,27.346667,63.232000,74.306667,63.232000,25.786667,99.333333,4000
30.240000,48.406667,51.506667,9727.830000,4.240000,4.240000,1.861010,27.206667,63.238000,75.900000,63.238000,26.196667,99.913333,4010
28.240000,50.503333,57.313333,9350.120000,4.580000,4.580000,2.225859,28.793333,66.722000,80.703333,66.722000,29.353333,107.816667,4020
40.720000,46.920000,51.573333,9851.420000,4.720000,4.720000,2.062222,27.293333,62.200667,73.470000,62.200667,25.923333,98.493333,4030
29.853333,52.563333,57.730000,9884.710000,4.300000,4.300000,0.939394,29.943333,68.438000,80.626667,68.438000,29.896667,110.293333,4040
38.386667,47.610000,52.443333,9725.880000,4.490000,4.490000,0.999899,27.690000,63.550667,74.273333,63.550667,26.073333,100.053333,4050
32.596667,48.273333,52.763333,9203.170000,4.490000,4.490000,0.575657,28.050000,64.725333,74.720000,64.725333,25.936667,101.036667,4060
28.106667,47.670000,53.063333,9579.100000,4.400000,4.400000,0.363636,28.166667,64.968000,74.516667,64.968000,25.546667,100.733333,4070
32.300000,50.866667,54.660000,9394.580000,4.550000,4.550000,0.694444,28.680000,66.266000,77.690000,66.266000,28.043333,105.526667,4080
31.953333,48.803333,53.683333,9904.800000,4.540000,4.540000,1.119596,28.266667,63.212000,75.223333,63.212000,28.053333,102.486667,4090
40.143333,48.033333,52.020000,10356.790000,4.830000,4.830000,1.172828,27.263333,63.854000,76.683333,63.854000,25.856667,100.053333,4100
38.543333,47.413333,52.773333,9993.680000,4.890000,4.890000,2.058485,27.283333,64.402667,73.810000,64.402667,25.560000,100.186667,4110
38.306667,49.636667,57.046667,10130.950000,5.550000,5.550000,2.714646,29.016667,65.248000,77.380000,65.248000,29.596667,106.683333,4120
30.143333,50.520000,55.603333,8765.510000,4.800000,4.800000,2.525253,29.203333,66.391333,78.500000,66.391333,28.380000,106.123333,4130
26.666667,49.843333,56.200000,9732.210000,5.150000,5.150000,1.825758,28.820000,66.162000,77.890000,66.162000,28.486667,106.043333,4140
43.736667,48.610000,52.253333,10834.980000,5.630000,5.630000,1.871818,27.443333,63.049333,74.313333,63.049333,27.010000,100.863333,4150
36.223333,50.163333,55.723333,10833.600000,5.950000,5.950000,2.916667,29.176667,68.264000,76.430000,68.264000,26.873333,105.886667,4160
36.326667,53.206667,57.190000,12743.870000,7.660000,7.660000,2.711515,30.186667,70.132667,80.146667,70.132667,28.760000,110.396667,4170
38.110000,49.833333,53.643333,13165.840000,6.440000,6.440000,2.854949,28.260000,65.928667,76.273333,65.928667,26.820000,103.476667,4180
41.803333,49.906667,54.560000,13284.330000,7.180000,7.180000,4.593535,28.713333,65.117333,76.423333,65.117333,28.106667,104.466667,4190
46.023333,50.213333,54.826667,13506.360000,7.370000,7.370000,5.892020,28.356667,62.246667,77.113333,62.246667,30.566667,105.040000,4200
35.893333,53.560000,57.243333,13958.590000,6.620000,6.620000,7.732929,30.633333,69.769333,80.393333,69.769333,29.310000,110.803333,4210
42.710000,51.410000,54.780000,14660.370000,5.550000,5.550000,2.633838,28.660000,65.039333,77.206667,65.039333,29.393333,106.190000,4220
35.853333,52.340000,56.323333,14559.480000,5.000000,5.000000,2.505051,29.723333,67.200000,81.016667,67.200000,29.616667,108.663333,4230
34.023333,51.643333,55.363333,14588.300000,5.140000,5.140000,1.656970,29.460000,67.013333,78.753333,67.013333,28.566667,107.006667,4240
31.753333,52.043333,55.916667,13580.890000,5.750000,5.750000,1.684343,29.600000,68.111333,78.453333,68.111333,28.463333,107.960000,4250
40.353333,51.546667,55.003333,13839.100000,5.640000,5.640000,3.020606,29.040000,66.556667,77.236667,66.556667,28.566667,106.550000,4260
28.273333,51.926667,56.150000,13537.400000,4.910000,4.910000,1.436263,29.500000,67.836000,79.576667,67.836000,28.743333,108.076667,4270
35.866667,48.266667,52.360000,13094.700000,4.960000,4.960000,2.240808,27.530000,62.784667,76.816667,62.784667,27.030000,100.626667,4280
29.513333,54.420000,57.516667,13180.070000,4.870000,4.870000,1.811212,30.590000,70.179333,81.536667,70.179333,29.826667,111.936667,4290
23.436667,48.700000,55.250000,12629.080000,5.010000,5.010000,1.686768,28.790000,66.094000,76.736667,66.094000,27.040000,103.950000,4300
37.573333,50.106667,55.010000,12664.910000,4.160000,4.160000,0.782222,29.270000,65.977333,77.136667,65.977333,27.956667,105.116667,4310
26.516667,53.623333,59.053333,13191.350000,4.270000,4.270000,0.764747,30.656667,71.040667,81.743333,71.040667,29.740000,112.676667,4320
30.796667,50.720000,55.626667,12819.360000,4.430000,4.430000,0.591010,28.210000,65.392000,77.816667,65.392000,29.253333,106.346667,4330
38.006667,50.936667,56.050000,12603.710000,4.260000,4.260000,0.477172,30.016667,67.133333,76.956667,67.133333,28.466667,106.986667,4340
39.750000,49.093333,55.443333,13036.700000,5.210000,5.210000,2.834242,28.326667,64.440667,77.700000,64.440667,28.640000,104.536667,4350
40.566667,45.590000,51.026667,13918.690000,5.990000,5.990000,4.616061,26.200000,59.190000,71.753333,59.190000,26.733333,96.616667,4360
49.276667,43.600000,49.800000,13758.150000,6.110000,6.110000,1.977677,24.893333,54.890667,68.673333,54.890667,27.506667,93.400000,4370
40.970000,49.013333,53.866667,14340.050000,6.150000,6.150000,1.542929,28.163333,63.535333,76.213333,63.535333,28.103333,102.880000,4380
35.906667,50.390000,55.630000,14304.600000,5.820000,5.820000,1.442020,28.823333,66.288000,76.873333,66.288000,28.380000,106.020000,4390
31.576667,44.896667,51.353333,14215.600000,5.840000,5.840000,1.751919,26.280000,61.861333,72.123333,61.861333,24.563333,96.250000,4400
39.926667,48.143333,54.063333,13665.920000,5.910000,5.910000,1.173636,27.123333,62.274000,75.343333,62.274000,28.523333,102.206667,4410
35.270000,49.410000,52.096667,13318.560000,4.870000,4.870000,1.649596,27.636667,63.580667,75.070000,63.580667,27.090000,101.506667,4420
39.496667,52.660000,59.703333,12713.980000,5.370000,5.370000,2.215253,30.230000,67.988000,81.830000,67.988000,31.696667,112.363333,4430
32.700000,52.666667,57.130000,13557.290000,5.630000,5.630000,4.094040,30.186667,68.893333,81.120000,68.893333,29.216667,109.796667,4440
41.360000,49.443333,54.150000,14216.300000,5.120000,5.120000,2.470303,28.236667,65.023333,75.060000,65.023333,27.550000,103.593333,4450
37.520000,53.843333,57.380000,14450.570000,4.870000,4.870000,1.467778,30.573333,69.288667,81.343333,69.288667,29.953333,111.223333,4460
26.026667,49.916667,54.570000,15141.590000,4.560000,4.560000,0.976162,28.730000,65.333333,76.833333,65.333333,27.966667,104.486667,4470
30.030000,52.803333,58.663333,15347.890000,4.630000,4.630000,0.962727,30.680000,72.042667,80.526667,72.042667,28.160000,111.466667,4480
35.856667,49.603333,53.526667,15783.960000,4.710000,4.710000,0.935253,28.660000,66.193333,77.170000,66.193333,26.383333,103.130000,4490
36.450000,50.480000,54.560000,14874.710000,3.750000,3.750000,0.674242,28.866667,66.484000,77.750000,66.484000,27.540000,105.040000,4500
35.810000,47.753333,51.103333,15777.880000,3.890000,3.890000,0.684747,27.466667,63.306000,72.183333,63.306000,25.393333,98.856667,4510
31.150000,50.803333,55.433333,16569.350000,4.130000,4.130000,1.528384,29.310000,68.642000,79.096667,68.642000,26.853333,106.236667,4520
34.896667,51.790000,56.416667,15667.390000,4.070000,4.070000,1.742525,29.326667,67.480667,79.683333,67.480667,29.090000,108.206667,4530
30.016667,51.603333,55.883333,13987.690000,3.800000,3.800000,1.737374,29.543333,68.627333,77.660000,68.627333,27.756667,107.486667,4540
41.600000,46.360000,51.353333,13960.040000,3.840000,3.840000,0.883232,26.796667,61.990000,71.150000,61.990000,25.516667,97.713333,4550
34.446667,49.280000,54.400000,12381.730000,3.900000,3.900000,1.101010,28.733333,67.653333,77.553333,67.653333,25.733333,103.680000,4560
30.750000,51.736667,57.493333,12588.130000,3.730000,3.730000,0.784949,30.063333,70.296000,78.816667,70.296000,27.810000,109.230000,4570
25.586667,49.793333,55.966667,12670.580000,3.930000,3.930000,1.277879,28.553333,64.833333,78.053333,64.833333,29.233333,105.760000,4580
38.586667,48.710000,52.773333,12124.650000,4.180000,4.180000,1.623838,28.143333,64.248000,72.983333,64.248000,26.596667,101.483333,4590
38.363333,51.853333,56.950000,12539.450000,4.060000,4.060000,1.107475,30.113333,71.054667,78.373333,71.054667,26.963333,108.803333,4600
29.196667,51.150000,55.953333,12386.030000,4.370000,4.370000,1.831414,29.096667,67.044667,79.273333,67.044667,28.613333,107.103333,4610
34.976667,50.633333,53.966667,12296.600000,4.010000,4.010000,1.504949,28.443333,64.653333,76.220000,64.653333,28.533333,104.600000,4620
30.833333,48.283333,52.233333,12776.120000,3.340000,3.340000,0.650909,27.680000,63.454000,76.043333,63.454000,26.473333,100.516667,4630
35.306667,47.440000,51.086667,12891.850000,3.210000,3.210000,0.248384,27.193333,64.642000,74.003333,64.642000,24.203333,98.526667,4640
40.233333,47.366667,52.780000,13009.110000,3.350000,3.350000,0.573232,27.210000,62.650000,72.636667,62.650000,26.783333,100.146667,4650
33.123333,49.360000,53.306667,13473.320000,3.410000,3.410000,0.789798,28.420000,65.972667,75.843333,65.972667,26.210000,102.666667,4660
38.190000,50.176667,53.896667,14374.230000,3.610000,3.610000,1.169596,28.793333,65.223333,77.150000,65.223333,27.750000,104.073333,4670
46.006667,47.023333,51.080000,14382.820000,3.640000,3.640000,1.162020,27.013333,61.964667,72.216667,61.964667,25.813333,98.103333,4680
38.310000,47.576667,52.476667,14230.390000,3.510000,3.510000,0.919091,27.703333,63.546000,75.526667,63.546000,26.076667,100.053333,4690
36.316667,48.013333,53.666667,14211.650000,3.730000,3.730000,0.865758,27.933333,63.707333,75.400000,63.707333,27.123333,101.680000,4700
46.966667,49.773333,52.313333,14333.540000,3.980000,3.980000,1.696566,28.046667,63.474667,74.953333,63.474667,27.580000,102.086667,4710
45.030000,49.276667,52.080000,14488.790000,4.240000,4.240000,1.840808,27.996667,61.914000,75.133333,61.914000,28.173333,101.356667,4720
37.666667,52.260000,56.556667,13810.930000,3.940000,3.940000,1.087273,29.493333,69.220000,78.933333,69.220000,28.283333,108.816667,4730
42.966667,46.326667,51.493333,13516.960000,3.500000,3.500000,0.616162,26.816667,61.098000,71.633333,61.098000,26.230000,97.820000,4740
34.273333,51.093333,54.526667,13952.440000,3.420000,3.420000,0.427879,28.760000,66.261333,77.273333,66.261333,28.113333,105.620000,4750
30.916667,49.260000,54.976667,14117.290000,3.640000,3.640000,0.495354,28.353333,65.116000,76.546667,65.116000,27.943333,104.236667,4760
39.943333,51.473333,57.496667,14287.070000,4.130000,4.130000,0.578889,30.116667,69.303333,78.646667,69.303333,28.333333,108.970000,4770
35.253333,51.933333,56.893333,14653.510000,3.900000,3.900000,0.818182,29.890000,66.696000,79.503333,66.696000,30.093333,108.826667,4780
29.000000,48.560000,53.176667,13525.190000,4.010000,4.010000,1.302929,27.866667,63.344000,75.203333,63.344000,27.423333,101.736667,4790
35.896667,51.153333,52.783333,13232.230000,3.650000,3.650000,1.179293,28.343333,65.609333,75.506667,65.609333,27.376667,103.936667,4800
52.573333,47.303333,50.463333,12962.130000,3.900000,3.900000,0.777778,27.066667,60.606000,70.313333,60.606000,26.543333,97.766667,4810
41.426667,49.393333,53.486667,13231.900000,3.740000,3.740000,0.881212,27.726667,60.408667,77.246667,60.408667,30.336667,102.880000,4820
45.430000,52.056667,53.856667,13243.470000,3.880000,3.880000,1.197576,28.796667,62.401333,76.843333,62.401333,31.080000,105.913333,4830
39.833333,52.420000,55.300000,12009.230000,3.660000,3.660000,1.378182,29.446667,64.021333,78.350000,64.021333,31.213333,107.720000,4840
33.430000,51.040000,54.320000,11336.000000,3.370000,3.370000,0.356667,28.763333,64.638667,76.323333,64.638667,29.086667,105.360000,4850
38.683333,50.123333,53.683333,11144.130000,3.680000,3.680000,0.704646,28.200000,63.234667,76.320000,63.234667,28.980000,103.806667,4860
37.776667,51.600000,56.403333,11473.470000,3.690000,3.690000,0.438283,29.230000,66.740667,78.813333,66.740667,29.473333,108.003333,4870
37.523333,50.543333,55.326667,10884.490000,3.170000,3.170000,0.283939,28.876667,67.043333,77.333333,67.043333,27.733333,105.870000,4880
34.436667,50.973333,56.113333,10799.630000,3.110000,3.110000,0.199899,29.503333,68.325333,78.133333,68.325333,27.686667,107.086667,4890
37.093333,49.733333,55.520000,9798.970000,3.420000,3.420000,0.347071,28.966667,65.624000,81.080000,65.624000,28.306667,105.253333,4900
37.530000,49.143333,53.240000,10121.250000,3.230000,3.230000,0.320303,27.840000,61.998000,76.156667,61.998000,28.846667,102.383333,4910
25.503333,48.410000,54.226667,9747.810000,3.280000,3.280000,0.365253,27.320000,61.327333,77.093333,61.327333,29.506667,102.636667,4920
29.636667,52.033333,56.916667,9893.180000,3.190000,3.190000,0.377677,29.806667,68.746667,81.450000,68.746667,28.716667,108.950000,4930
35.553333,51.520000,56.720000,9782.920000,3.030000,3.030000,0.191010,29.460000,67.584000,80.006667,67.584000,29.040000,108.240000,4940
32.306667,47.610000,52.213333,9444.930000,3.110000,3.110000,0.280707,27.386667,64.314667,73.940000,64.314667,25.363333,99.823333,4950
30.013333,46.690000,51.206667,9411.030000,3.410000,3.410000,0.648384,27.100000,64.142667,73.826667,64.142667,24.110000,97.896667,4960
45.313333,47.313333,50.926667,9298.210000,3.260000,3.260000,0.477172,27.146667,63.240000,74.553333,63.240000,25.000000,98.240000,4970
31.120000,52.163333,57.763333,10123.160000,3.490000,3.490000,0.757475,29.986667,68.444667,81.230000,68.444667,29.630000,109.926667,4980
31.546667,52.816667,57.050000,9553.220000,3.980000,3.980000,0.848081,30.156667,69.607333,80.076667,69.607333,28.756667,109.866667,4990
38.236667,48.826667,53.800000,10002.790000,4.250000,4.250000,0.957071,28.066667,66.012000,74.410000,66.012000,26.153333,102.626667,5000
